Issue;Total time
CLASSE-78;0h 12m
CLASSE-78;0h 19m
SUPPORTO-teammanzo;0h 12m
VERIFICHE-etl;0h 41m
CLASSE-961;0h 51m
RICMUR-8903;0h 9m
CLASSE-961;0h 31m
CLASSE-961;0h 48m
PAUSA;0h 52m
CLASSE-961;0h 10m
SDMIURRIC-8878;0h 5m
SDMIURRIC-8856;0h 8m
SDMIURRIC-8904;0h 10m
ETL;1h 15m
ETL;1h 9m
ETL;1h 39m
