Issue;Total time
CLASSE-78;0h 17m
CLASSE-78;0h 44m
CLASSE-1457;0h 20m
ALLINEAMENTO-mirko;0h 31m
CLASSE-1417;0h 40m
CLASSE-1420;1h 24m
PAUSA;0h 39m
CLASSE-1457;0h 43m
CLASSE-1470;0h 21m
CLASSE-1420;1h 0m
CLASSE-1418;1h 21m
CLASSE-1418;0h 2m
CLASSE-78;0h 6m
