Issue;Total time
CLASSE-78;0h 4m
CLASSE-1053;0h 15m
SUPPORTO-fisa;0h 17m
CLASSE-1437;0h 52m
CLASSE-78;0h 19m
CLASSE-1437;0h 24m
CLASSE-32;0h 12m
PROGMINI-604;0h 59m
CLASSE-32;0h 30m
FISA;0h 14m
CLASSE-32;0h 4m
PAUSA;0h 52m
BUG-fe;0h 4m
CLASSE-78;0h 20m
ETL-water4all;0h 54m
SUPPORTO-lorenzo;0h 25m
CLASSE-1438;0h 26m
CLASSE-1432;0h 39m
CLASSE-32;0h 15m
