Issue;Total time
CLASSE-78;0h 15m
PREPARAZIONE-unipd;1h 7m
PREPARAZIONE-unipd;1h 7m
PREPARAZIONE-unipd;1h 39m
PAUSA;1h 0m
UNIPD;3h 19m
CLASSE-78;0h 4m
