Issue;Total time;
CLASSE-78;0h 34m;
TEST-children;0h 27m;
TEST-edilizia;1h 21m;
MERGE-modelstore;1h 12m;
PASSAGGIO-consegnegiulio;0h 39m;
PAUSA;0h 30m;
PASSAGGIO-consegne_giulio;1h 7m;
CLASSE-miglioriamodelstore;3h 3m;
