Issue;Total time;
CLASSE-78;0h 17m;
CLASSE-78;0h 58m;
ALLINEAMENTO-stefania;0h 25m;
CLASSE-78;0h 8m;
ALLINEAMENTO-backend;0h 30m;
CLASSE-1060;1h 46m;
PAUSA;1h 22m;
CLASSE-1061;1h 25m;
ALLINEAMENTO-backend;0h 33m;
CLASSE-960;1h 17m;
CLASSE-960;0h 8m;
CLASSE-78;0h 46m;
