Issue;Total time;
CLASSE-78;0h 16m;
RIUNIONE-pucciarelli;0h 35m;
ALLINEAMENTO-tecnico;0h 49m;
ALLINEAMENTO-tecnico;0h 13m;
CLASSE-960;0h 14m;
CLASSE-961;2h 14m;
CLASSE-961;0h 5m;
PAUSA;0h 30m;
CLASSE-961;1h 29m;
CALL-dg_e_analisiinterne;1h 52m;
