Issue;Total time;
CLASSE-78;0h 5m;
CLASSE-1009;1h 15m;
CLASSE-78;0h 15m;
ANALISI-gitbranching;0h 53m;
MODELSTORE-query;1h 30m;
MODELSTORE-query;0h 2m;
PAUSA;1h 4m;
MODELSTORE-query;0h 55m;
CLASSE-32;0h 41m;
CLASSE-961;0h 30m;
CLASSE-957;0h 57m;
CLASSE-961;0h 41m;
CLASSE-78;0h 7m;
XYZ;0h 7m;
