Issue;Total time;
CLASSE-78;0h 7m;
CLASSE-961;1h 53m;
CBTALMA-ediliziaestr;0h 25m;
CETP;0h 25m;
CETP;0h 4m;
QUERY-mongo;0h 32m;
CARLO-camunda;1h 2m;
PAUSA;1h 9m;
PINN;0h 45m;
CLASSE-961;1h 7m;
CLASSE-961;0h 35m;
CLASSE-1138;0h 38m;
ALLINEAMENTO-simone;0h 8m;
ALLINEAMENTO-simone;0h 3m;
