Issue;Total time;
CLASSE-997;2h 29m;
CLASSE-1000;0h 59m;
IU-riunionegiorgio;0h 27m;
ANALISI-candidature;0h 18m;
PAUSA;0h 30m;
IU-552;1h 48m;
CBTALMA-riunionelodi;0h 31m;
CLASSE-78;0h 24m;
EXPORTFILE-monitoraggio;1h 26m;
