Issue;Total time
CLASSE-78;0h 16m
CLASSE-1272;0h 6m
DEVAULTIZZAZIONE;0h 50m
CLASSE-78;0h 27m
ANALISI-interna;0h 59m
CLASSE-1272;0h 14m
KUBERNETES;0h 41m
KUBERNETES;0h 39m
PAUSA;0h 30m
KUBERNETES;0h 33m
KUBERNETES;1h 45m
LEZIONE-bandi;1h 24m
ALLINEAMENTO-fe;0h 24m
CLASSE-78;0h 18m
