Issue;Total time
CLASSE-78;0h 19m
PROGMINI-308;0h 18m
BECLASSE-refactoring;0h 56m
SCAFFOLDING;1h 44m
CLASSE-960;0h 52m
CLASSE-960;0h 1m
PAUSA;1h 8m
BANDI-designer;2h 53m
DESIGNER;1h 15m
