Issue;Total time
CLASSE-78;0h 33m
CLASSE-2042;1h 21m
CLASSE-2046;0h 9m
CLASSE-2037;0h 3m
CLASSE-78;0h 18m
CLASSE-1435;0h 13m
CLASSE-967;0h 12m
CLASSE-967;0h 8m
CLASSE-2037;0h 32m
PAUSA;0h 30m
CLASSE-2037;0h 52m
CLASSE-31;2h 13m
CLASSE-2063;0h 50m
CLASSE-2034;0h 43m
