Issue;Total time;
CLASSE-78;0h 14m;
ALLINEAMENTI-vari;0h 18m;
ANALISI-fe;0h 24m;
CLASSE-961;2h 12m;
PAUSA;0h 28m;
CONFIGURAZIONE-prin;2h 32m;
CLASSE-960;2h 0m;
CLASSE-961;0h 20m;
CLASSE-78;0h 2m;
