Issue;Total time
SUPPORTO-nicholas;0h 6m
CLASSE-78;0h 6m
BANDI-designer;2h 19m
BANDI-designer;0h 12m
BANDI-designer;0h 53m
BANDI-designer;0h 6m
PAUSA;1h 4m
PROGMINI-392;0h 9m
PROGMINI-383;0h 59m
REGIS;0h 58m
SUPPORTO-micol;0h 35m
CLASSE-78;0h 32m
PROGMINI-387;0h 20m
