Issue;Total time
BIRD-dor;0h 47m
CLASSE-78;0h 38m
PAUSA;0h 39m
ESPERIMENTI-openai;0h 7m
BIRD;0h 9m
CLASSE-1642;1h 14m
OPENAI;0h 50m
CLASSE-32;0h 12m
CLASSE-32;0h 2m
PAUSA;0h 58m
CLASSE-1672;0h 15m
PREVIEW;0h 24m
MODELSTORE;0h 35m
CLASSE-1642;0h 33m
CLASSE-1665;0h 3m
CONFIGURAZIONE-prova;0h 53m
CONFIGURAZIONE-prova;0h 10m
BIRD;0h 36m
CLASSE-78;0h 23m
BIRD;0h 24m
