Issue;Total time;
CLASSE-78;0h 12m;
FRONTEND-monitoring;0h 59m;
IU-177;0h 43m;
FRONTEND-monitoring;0h 53m;
CLASSE-961;0h 4m;
AVVIO-configdatamanager;0h 45m;
AVVIO-configdatamanager;0h 20m;
PAUSA;0h 30m;
ANALISICARLO;1h 26m;
CLASSE-analisi;2h 6m;
FRONTEND;1h 8m;
