Issue;Total time
CLASSE-78;0h 42m
ALLINEAMENTO-dev;0h 16m
CLASSE-ops;0h 44m
CLASSE-ops;0h 7m
CKEDITOR-candidature;0h 23m
MINIO;0h 39m
INCONTRO-dg;1h 18m
PAUSA;0h 30m
CLASSE-961;0h 35m
CLASSE-961;1h 2m
API-ckeditor;0h 57m
CLASSE-32;0h 21m
CLASSE-961;1h 31m
