Issue;Total time;
CLASSE-78;0h 22m;
TIMESCORE-upgrade;0h 12m;
ANALISI-query;0h 26m;
PAUSA;1h 0m;
CLASSE-961;0h 58m;
ANALISI-carlo_mirko;0h 33m;
CLASSE-960;0h 55m;
ANALISI-nuovibandi;0h 57m;
PAUSA;0h 59m;
CLASSE-78;0h 16m;
CALL-kong;1h 23m;
TENTATIVO-analisife;0h 10m;
CBTALMA-estrazionemur;2h 11m;
