Issue;Total time
CLASSE-1435;0h 34m
CLASSE-78;0h 3m
ANALISI-tecnica;0h 31m
CLASSE-1416;0h 37m
ANALISI-tecnica;0h 46m
CLASSE-960;1h 21m
PAUSA;0h 46m
CLASSE-1435;0h 30m
CLASSE-1460;1h 16m
CLASSE-78;1h 27m
CLASSE-78;0h 8m
CLASSE-1461;0h 53m
CLASSE-1461;0h 3m
