Issue;Total time;
RAZIONALIZZAZIONE-guimanager;1h 13m;
RAZIONALIZZAZIONE-guimanager;0h 18m;
CLASSE-960;0h 31m;
CLASSE-960;0h 4m;
CLASSE-961;1h 33m;
CLASSE-961;0h 10m;
RAZIONALIZZAZIONE-guimanager;0h 6m;
PAUSA;0h 30m;
REALIZZAZIONE-componenteibridometadati;1h 24m;
ALLINEAMENTO-edilizia;0h 15m;
SVILUPPO_PERCENTUALI_AGGREGATE;0h 50m;
CLASSE-960;0h 5m;
CLASSE-961;0h 34m;
ANALISI_PRESTAZIONI-flux;0h 40m;
