Issue;Total time
EDILIZIA;0h 24m
CLASSE-78;0h 5m
CLASSE-961;0h 6m
CLASSE-1561;0h 22m
ESTRAZIONE-edilizia;0h 23m
CLASSE-78;0h 49m
TECNOPOLO;5h 36m
PIPELINE-fe;0h 25m
FRONTEND;0h 38m
