Issue;Total time
CLASSE-78;0h 13m
CLASSE-1931;0h 34m
CLASSE-1936;0h 16m
FISA;0h 22m
CLASSE-1165;1h 12m
CACHE;0h 13m
PAUSA;1h 59m
EDILIZIA;0h 12m
CLASSE-78;1h 0m
SPRING-cache;0h 48m
AFAM;0h 29m
AFAM;0h 4m
AFAM;0h 10m
VALUTAZIONE;0h 54m
