Issue;Total time;
CLASSE-78;0h 14m;
CLASSE-1035;0h 23m;
ANALISI;1h 30m;
ANALISI-fe;0h 55m;
CLASSE-961;0h 41m;
PAUSA;0h 30m;
CLASSE-1008;1h 1m;
CLASSE-1008;1h 6m;
FORMAZIONE-java;0h 15m;
CLASSE-961;0h 25m;
CLASSE-961;0h 15m;
TECH-talk;2h 1m;
