Issue;Total time
CLASSE-1984;0h 29m
CLASSE-2046;0h 16m
CLASSE-78;0h 15m
CLASSE-2080;0h 28m
CLASSE-961;1h 21m
CLASSE-32;0h 49m
CLASSE-1948;0h 7m
PAUSA;0h 30m
CLASSE-78;0h 39m
CLASSE-1984;0h 4m
CLASSE-1448;0h 44m
CLASSE-1948;0h 7m
CLASSE-1948;1h 26m
CLASSE-32;0h 21m
CLASSE-1948;0h 34m
