Issue;Total time
CLASSE-78;0h 4m
ETL;2h 25m
ETL;1h 15m
EDILIZIA;0h 33m
ETL;0h 13m
PAUSA;1h 3m
EDILIZIA;1h 34m
ALLINEAMENTO-interno;0h 44m
ALLINEAMENTO-interno;0h 3m
PAUSA;0h 25m
CLASSE-960;0h 52m
CLASSE-32;0h 17m
