Issue;Total time
CLASSE-78;0h 18m
PROGMINI-604;2h 4m
ETL-inbound;0h 14m
TENANT-unipd;0h 33m
FLUSSI-dinamici;1h 1m
UNIPD;0h 9m
CLASSE-78;0h 10m
CLASSE-78;0h 3m
PAUSA;1h 6m
ETL;1h 0m
CLASSE-960;2h 39m
PREPARAZIONE-unipd;0h 18m
