Issue;Total time
CLASSE-78;0h 17m
CLASSE-1353;0h 19m
CODEMOTION;1h 47m
PRODUZIONE-cetp;0h 51m
EDILIZIA;1h 9m
PAUSA;0h 42m
EDILIZIA;0h 7m
FORMAZIONE-bandi;1h 9m
MODELSTORE;2h 1m
BANDI-designer;0h 9m
CLASSE-78;0h 26m
CLASSE-32;0h 18m
EDILIZIA;0h 14m
