Issue;Total time
CLASSE-78;0h 27m
EDILIZIA;0h 36m
CLASSE-961;0h 35m
SDMMIURRIC-9151;0h 6m
SDMIURRIC-9156;0h 8m
SDMIURRIC-9160;0h 39m
SDMIURRIC-9163;0h 6m
SDMIURRIC-9179;0h 27m
SDMIURRIC-9159;0h 12m
SDMIURRIC-9153;0h 12m
CETP-generale;0h 9m
CLASSE-961;0h 11m
PAUSA;0h 30m
CETP;1h 39m
CLASSE-1567;1h 42m
CLASSE-961;0h 14m
BIRD-dor;0h 23m
CLASSE-78;0h 25m
CLASSE-afam;0h 15m
