Issue;Total time
CLASSE-78;0h 12m
CLASSE-1146;0h 26m
ISSUE;0h 8m
ISSUE;0h 14m
AGGANCIAMENTO-endpointsabrina;0h 31m
REFACTORING-timescore;0h 28m
PRIN;0h 59m
CLASSE-1182;0h 8m
CLASSE-1169;0h 14m
CLASSE-1180;0h 17m
ISSUE;0h 3m
PAUSA;0h 30m
ALLINEAMENTO-ambienti;0h 41m
CLASSE-961;0h 30m
ALLINEAMENTO-backend;1h 4m
STRUTTURA-prinn;1h 40m
STRUTTURA-prinn;0h 27m
