Issue;Total time
CLASSE-78;1h 19m
CLASSE-78;0h 17m
KUBERNETES;0h 47m
EDILIZIA-afam;1h 3m
ESTRAZIONE-edilizia;0h 52m
ESTRAZIONE-edilizia;0h 4m
PAUSA;0h 30m
ESTRAZIONE-edilizia;0h 14m
ESTRAZIONE-edilizia;1h 25m
ROTTA-cetp;0h 28m
RIUNIONE-etl;0h 48m
RIUNIONE-etl;0h 5m
ANALISI;0h 51m
