Issue;Total time
FULL-proposal;0h 47m
FULL-proposal;0h 5m
UNIVERSITALY;2h 2m
CLASSE-1165;0h 41m
CLASSE-1165;0h 2m
PAUSA;0h 45m
CLASSE-1448;0h 52m
CLASSE-1448;0h 35m
CLASSE-1165;0h 51m
CLASSE-32;0h 26m
CLASSE-32;0h 18m
CLASSE-1165;0h 27m
FULL-proposal;0h 17m
CLASSE-78;0h 8m
