Issue;Total time
CLASSE-961;0h 31m
CLASSE-32;0h 9m
CLASSE-1984;0h 16m
CLASSE-31;0h 35m
CLASSE-31;0h 15m
CLASSE-1984;0h 40m
CLASSE-32;0h 36m
CLASSE-1984;0h 10m
CLASSE-32;0h 9m
PAUSA;1h 10m
CLASSE-1984;0h 39m
CLASSE-1266;0h 45m
CLASSE-32;0h 31m
CLASSE-32;0h 13m
CLASSE-1984;1h 16m
CLASSE-1266;0h 31m
