Issue;Total time;
CLASSE-78;0h 9m;
CBTALMA-1604;0h 12m;
PAUSA;0h 57m;
CLASSE-78;0h 10m;
ANALISI-conmirko;1h 2m;
CBTALMA-1604;0h 49m;
ALLINEAMENTO-mirkovirgile;0h 25m;
OBIETTIVOPERSONALE;0h 16m;
PAUSA;1h 6m;
CLASSE-960;0h 57m;
