Issue;Total time
CLASSE-78;0h 9m
CLASSE-32;0h 14m
CLASSE-961;0h 26m
CLASSE-1984;0h 58m
CLASSE-1448;0h 31m
CLASSE-1948;1h 2m
PAUSA;0h 30m
CLASSE-78;0h 36m
CLASSE-1984;1h 6m
RICMUR-4283;0h 41m
CLASSE-1984;0h 51m
CLASSE-1448;0h 28m
CLASSE-1984;1h 16m
