Issue;Total time
CLASSE-78;0h 5m
ETL-w4all;0h 14m
CLASSE-78;0h 25m
ALLINEAMENTO-bandi;0h 7m
SUPPORTO-fisa;1h 25m
QUESITI;1h 13m
SUPPORTO-fisa;0h 15m
SUPPORTO-fisa;0h 6m
PAUSA;0h 30m
FISA;0h 34m
CLASSE-78;0h 26m
FISA;0h 22m
PROGMINI-nuovoreq;1h 55m
PROGMINI-nuovoreq;0h 2m
EDILIZIA-afam;0h 43m
FISA;0h 31m
