Issue;Total time
ETL-water4all;0h 55m
CLASSE-78;0h 22m
ETL-water4all;0h 47m
ETL-water4all;0h 13m
PROGMINI-523;1h 48m
CLASSE-32;0h 3m
PAUSA;1h 9m
ETL-water4all;0h 12m
PROGMINI-523;0h 50m
FIX-becandidature;0h 16m
FIX-becandidature;0h 3m
PROGMINI-522;1h 13m
ETL-water4all;0h 35m
ETL-water4all;0h 4m
