Issue;Total time;
CLASSE-78;0h 32m;
CLASSE-78;0h 18m;
CLASSE-1127;1h 6m;
CLASSE-1127;0h 22m;
BUG-modelstore;0h 41m;
CLASSE-961;0h 37m;
PAUSA;1h 15m;
CLASSE-ops_gocd;1h 46m;
CLASSE-1127;1h 14m;
CLASSE-961;0h 40m;
CLASSE-970;0h 36m;
