Issue;Total time
CLASSE-1984;0h 21m
PAUSA;1h 1m
CLASSE-1984;1h 0m
CLASSE-2114;0h 15m
CLASSE-32;0h 33m
PAUSA;0h 48m
CLASSE-1448;1h 5m
CLASSE-32;0h 13m
CLASSE-2118;0h 20m
CLASSE-2119;0h 41m
CLASSE-1266;1h 42m
CLASSE-2115;1h 3m
