Issue;Total time
CLASSE-78;0h 27m
PROGETTAZIONE-valutazione;2h 28m
CLASSE-2003;0h 28m
CLASSE-2003;0h 26m
CLASSE-78;0h 4m
PAUSA;0h 54m
CLASSE-2003;0h 14m
CLASSE-32;1h 8m
CLASSE-1266;1h 11m
CLASSE-961;0h 37m
VALUTAZIONE;1h 3m
