Issue;Total time
CLASSE-78;0h 7m
CLASSE-961;1h 39m
COMUNICAZIONE;0h 44m
WATER4ALL;0h 38m
CLASSE-961;0h 8m
CLASSE-961;0h 19m
CLASSE-961;0h 7m
PAUSA;1h 4m
CLASSE-78;0h 59m
CLASSE-78;0h 23m
CLASSE-961;0h 19m
PROGMINI-604;0h 45m
RICMUR-3687;0h 11m
PROGMINI-604;0h 20m
QUESITI;0h 30m
RICMUR-8891;0h 18m
RICMUR-8897;0h 6m
RICMUR-8899;0h 6m
NONSONORICMURMAQUELLALTRA-2;0h 22m
CLASSE-960;0h 11m
CLASSE-960;0h 23m
