Issue;Total time;
CLASSE-78;0h 14m;
CBTALMA-1563;0h 24m;
IU-552;0h 32m;
RIUNIONE;1h 4m;
CANDIDATURE2-url;0h 20m;
IU-563;0h 33m;
CLASSE-test997;0h 24m;
IU-statoesse3;0h 17m;
PAUSA;0h 30m;
CLASSE-961;0h 55m;
CLASSE-995;0h 21m;
CLASSE-960;2h 10m;
IU-560;0h 19m;
CLASSE-78;0h 27m;
