Issue;Total time
CLASSE-78;0h 3m
CLASSE-78;0h 4m
ANALISI-carlo;0h 29m
ANALISI;0h 7m
ANALISI;0h 56m
CLASSE-1665;0h 34m
BIRD-dor;0h 22m
JSREPORT;0h 29m
UNIPD;0h 23m
PAUSA;1h 2m
PULSANTE-monitoring;0h 55m
CLASSE-78;0h 53m
PULSANTE-unipd;1h 23m
BIRD-dor;1h 21m
