Issue;Total time
CLASSE-78;0h 55m
CLASSE-78;0h 19m
BIRD-dor;0h 30m
FIX-liste;0h 33m
CLASSE-78;0h 10m
CLASSE-1665;0h 19m
CLASSE-78;0h 22m
CLASSE-1726;0h 50m
PAUSA;0h 30m
CLASSE-prove;0h 53m
CLASSE-1726;1h 1m
CLASSE-78;1h 13m
PDF-afam;0h 18m
CLASSE-1726;0h 3m
PROVE-valutazioni;0h 24m
PROVE;0h 24m
CLASSE-1677;0h 22m
