Issue;Total time
CLASSE-32;0h 20m
CLASSE-1457;0h 41m
CLASSE-1420;0h 11m
CLASSE-1460;0h 23m
CLASSE-1460;0h 14m
SDMIURRIC-8713;0h 11m
SDMIURRIC-8713;0h 8m
SDMIURRIC-8749;0h 9m
CLASSE-78;0h 3m
CLASSE-1460;1h 13m
CLASSE-1460;0h 2m
CLASSE-formalizzazionetechtalk;0h 9m
PAUSA;0h 57m
CLASSE-78;0h 39m
PRESENTAZIONE-kevin;0h 42m
CLASSE-1460;0h 16m
CLASSE-1460;1h 22m
CLASSE-1460;0h 28m
CLASSE-1460;0h 46m
