Issue;Total time
CLASSE-78;0h 6m
SDMIURRIC-9697;0h 49m
SDMIURRIC-9697;0h 13m
CLASSE-1448;1h 47m
CLASSE-1448;0h 14m
PROVE;0h 17m
PROVE;0h 16m
AFAM;0h 6m
PAUSA;1h 5m
PROVE;0h 7m
CLASSE-1448;3h 40m
