Issue;Total time
CLASSE-961;0h 32m
CLASSE-961;0h 18m
CLASSE-78;0h 6m
CLASSE-32;0h 4m
CLASSE-78;0h 5m
PERMESSO;1h 56m
CLASSE-78;0h 22m
PAUSA;1h 0m
EDILIZIA;0h 44m
PROGMINI-1915;0h 10m
PROGMINI-1915;0h 11m
ARCHITETTURA-valutazione;1h 29m
BEPPE;0h 37m
URGENZA-master;1h 30m
