Issue;Total time
CLASSE-78;0h 30m
BUG-w4all;0h 52m
CLASSE-78;0h 10m
ALLINEAMENTO-bandi;0h 48m
PROBLEMI-paas;1h 18m
SVILUPPO-kubectl;0h 13m
PAUSA;1h 1m
SVILUPPO-kubectl;0h 10m
CLASSE-78;0h 24m
EMAIL-siddi;0h 8m
CLASSE-1162;0h 6m
EMAIL-siddi;0h 6m
SVILUPPO-kube;1h 3m
KUBE;2h 10m
KUBE;0h 5m
