Issue;Total time
CLASSE-78;0h 9m
STRUTTURA-prin;1h 27m
STRUTTURA-prin;0h 12m
ISSUE-frontend;1h 12m
ANALISI-bugfrontend;1h 17m
VAULT;0h 10m
PAUSA;0h 55m
BUG-andrei;1h 23m
CLASSE-1215;0h 36m
CAMUNDA;1h 43m
KEYCLOAK-cpd;0h 32m
