Issue;Total time
CLASSE-78;0h 15m
DESIGNER;0h 34m
CLASSE-78;0h 34m
PROGMINI-387;0h 34m
PROGMINI-386;0h 38m
PROGMINI-386;0h 8m
CLASSE-32;1h 2m
CLASSE-78;0h 2m
PAUSA;0h 56m
ETL-nodejs;0h 23m
CODEMOTION;0h 28m
ANALISI-bandi;1h 30m
PRESENTAZIONE-nodejs;0h 31m
CLASSE-32;0h 51m
SUBMISSION-policy;0h 58m
