Issue;Total time
CLASSE-78;0h 0m
CLASSE-1165;0h 17m
CLASSE-1165;0h 5m
CLASSE-32;0h 7m
CONFIGURAZIONEUTENZE-monitoring;0h 4m
CONFIGURAZIONEUTENZE-monitoring;0h 11m
CLASSE-78;0h 55m
BIRD;0h 50m
CLASSE-1677;0h 45m
CLASSE-1677;0h 1m
BIRD;0h 16m
PAUSA;1h 8m
BIRD-dor;2h 27m
CLASSE-1642;0h 40m
CLASSE-1718;0h 4m
CLASSE-78;0h 39m
