Issue;Total time
CLASSE-78;0h 28m
CLASSE-32;0h 27m
CLASSE-78;0h 21m
BIRD;0h 57m
CLASSE-32;0h 45m
CLASSE-32;0h 55m
AFAM;0h 2m
CLASSE-1732;0h 30m
CLASSE-1732;0h 3m
PAUSA;0h 30m
CLASSE-78;0h 28m
AFAM;0h 18m
BIRD;0h 26m
AFAM;0h 8m
CLASSE-32;0h 9m
BIRD;0h 13m
BIRD;0h 22m
PROVE;1h 17m
CONFIGURAZIONE-jira;0h 48m
SDMIURRIC-9696;0h 3m
CLASSE-78;0h 7m
