Issue;Total time
CLASSE-78;0h 15m
TIMEOUT-gateway;0h 6m
ESTRAZIONE-fronda;0h 26m
KEYCLOAK;0h 56m
ALLINEAMENTO-analisi;1h 9m
ANALISI-bandonuovo;0h 9m
VINCOLO-righeditroppo;0h 44m
PAUSA;1h 7m
CLASSE-1275;0h 14m
CLASSE-1304;0h 21m
NUOVAISSUE-problema;0h 26m
ORGANIZZAZIONE;1h 36m
CLASSE-32;0h 49m
CLASSE-78;0h 40m
CLASSE-32;0h 21m
