Issue;Total time
CLASSE-78;0h 18m
ESTRAZIONE-edilizia;1h 48m
DOR;0h 9m
CLASSE-1571;0h 45m
CLASSE-1571;0h 35m
CLASSE-1571;0h 48m
CLASSE-1571;0h 3m
CLASSE-1571;0h 10m
PAUSA;0h 45m
CLASSE-1571;0h 15m
AGGIUNTAVALIDATOR-modelstore;0h 8m
ANALISI-dorbird;1h 25m
CLASSE-961;2h 2m
