Issue;Total time;
CLASSE-78;0h 14m;
OTTIMIZZAZIONE-candidature;0h 22m;
CLASSE-78;0h 11m;
OTTIMIZZAZIONE-candidature;0h 21m;
ANALISI;0h 26m;
CLASSE-78;0h 16m;
BUG-modelstore;0h 19m;
CORREZIONEV2MODELSTORE;1h 11m;
PRESENTAZIONE-demo;0h 26m;
CETP;0h 39m;
PAUSA;0h 48m;
BANDI-1939;0h 14m;
BANDI-1934;0h 7m;
BANDI-1944;1h 12m;
ANALISI-mirko;1h 2m;
CLASSE-961;0h 29m;
CLASSE-analisi;0h 37m;
