Issue;Total time
CLASSE-78;0h 11m
CLASSE-1793;0h 8m
CLASSE-1448;2h 30m
CLASSE-1685;1h 1m
PAUSA;0h 59m
CLASSE-78;0h 22m
CLASSE-1747;0h 38m
CLASSE-78;0h 5m
CLASSE-1448;0h 15m
CLASSE-32;0h 57m
CLASSE-1747;0h 10m
CLASSE-1747;0h 37m
CLASSE-78;0h 9m
PAUSA;1h 22m
CLASSE-1448;0h 56m
