Issue;Total time
CLASSE-78;0h 13m
CLASSE-1460;0h 45m
CLASSE-1460;0h 6m
ETL-unipd;2h 34m
CLASSE-1460;0h 42m
CLASSE-1460;0h 1m
CLASSE-1460;0h 10m
PAUSA;0h 56m
CLASSE-1460;3h 2m
