Issue;Total time
CLASSE-78;0h 17m
CLASSE-961;0h 6m
CLASSE-1984;0h 23m
CLASSE-961;0h 21m
CLASSE-1984;0h 18m
CLASSE-2117;0h 10m
CLASSE-1984;0h 34m
CLASSE-1984;0h 13m
CLASSE-32;0h 19m
CLASSE-1984;0h 34m
CLASSE-1984;0h 21m
PAUSA;0h 30m
CLASSE-78;0h 24m
CLASSE-1984;2h 12m
CLASSE-32;0h 30m
CLASSE-1984;1h 2m
