Issue;Total time
CLASSE-78;0h 6m
CLASSE-961;0h 47m
PROGMINI-604;0h 6m
CLASSE-961;1h 29m
EDILIZIA;1h 37m
EDILIZIA;0h 43m
PAUSA;0h 50m
CLASSE-960;0h 26m
EDILIIA;0h 37m
CLASSE-961;1h 19m
CLASSE-78;0h 47m
