Issue;Total time
CLASSE-78;0h 56m
CLASSE-78;0h 4m
ALLINEAMENTO-frontend;1h 15m
SUPPORTO-etl;0h 47m
CLASSE-78;0h 37m
CLASSE-78;0h 18m
PAUSA;0h 40m
PROGMINI-384;1h 12m
ALLINEAMENTO-beppe;0h 19m
RIUNIONE-backoffice;0h 36m
PROGMINI-382;0h 27m
CLASSE-1358;0h 34m
CLASSE-1358;0h 6m
CLASSE-32;0h 41m
CLASSE-32;0h 14m
