Issue;Total time
CLASSE-78;0h 27m
FISA;0h 58m
FISA;0h 10m
FISA;1h 12m
FISA;0h 10m
CLASSE-960;0h 57m
CLASSE-78;0h 18m
PAUSA;0h 59m
CLASSE-78;0h 38m
CLASSE-32;0h 22m
FISA;0h 45m
TECH-talk;1h 42m
