Issue;Total time
CLASSE-1984;0h 32m
CLASSE-32;0h 20m
CLASSE-78;0h 17m
SDMIURRIC-10973;0h 27m
CLASSE-32;0h 21m
CLASSE-961;0h 30m
CLASSE-78;0h 17m
CLASSE-1266;1h 17m
CLASSE-1266;0h 17m
PAUSA;0h 49m
CLASSE-1266;0h 32m
CLASSE-1984;0h 51m
CLASSE-32;1h 19m
