Issue;Total time
AFAM;0h 41m
AFAM;0h 15m
AFAM;0h 51m
PAUSA;1h 17m
AFAM;1h 19m
ANALISI;0h 13m
PAUS;1h 4m
PAUSA;0h 0m
PROVE;0h 30m
CLASSE-1266;0h 49m
CLASSE-1266;0h 12m
CLASSE-1291;0h 27m
FULL-proposal;0h 44m
