Issue;Total time
CLASSE-78;0h 8m
CLASSE-2003;0h 19m
DATI-unipd;0h 22m
CLASSE-2003;0h 49m
CLASSE-78;0h 13m
CLASSE-2003;0h 3m
CLASSE-961;0h 39m
CLASSE-961;1h 54m
CLASSE-961;0h 1m
PAUSA;0h 39m
CLASSE-961;0h 13m
CLASSE-32;0h 30m
CLASSE-968;0h 41m
PAUSA;0h 58m
CLASSE-961;1h 6m
CLASSE-961;0h 4m
PAUSA;1h 12m
CLASSE-961;0h 8m
